CustID,Premium,Model_Year,Owner_Type,Road side addon,No Claim bonus discount,Electric add on rate,Company,Car Type,RTO,CNGkit,Paymentmode,Total IDV,Seats,Acquisition Channel
10898,"31,933",2017,1,0,"1,554",538,Honda,HatchBack,Navi Mumbai,0,Digital Wallet,"686,173",7,Direct
10899,"28,654",2006,1,0,"1,446",561,Maruti,HatchBack,Pen,1,Digital Wallet,"803,239",5,Direct
10900,"28,894",2004,2,1,"1,279",460,Honda,HatchBack,Navi Mumbai,0,Net Banking,"826,512",8,Direct
10901,"30,922",2012,2,1,"1,218",341,Honda,HatchBack,Pen,0,Net Banking,"673,166",5,Direct
10902,"29,374",2004,1,1,"1,503",516,Maruti,Sedan,Mumbai,1,Credit Card,"624,348",8,Direct
10903,"28,827",2016,1,1,"1,243",329,Mahindra,Sedan,Mumbai,1,Digital Wallet,"816,808",8,In Direct
10904,"27,071",2005,2,0,"1,248",498,Maruti,Sedan,Navi Mumbai,1,Digital Wallet,"644,958",8,Direct
10905,"31,528",2015,1,1,"1,545",443,Hyundai,Sedan,Thane,0,Digital Wallet,"670,482",5,In Direct
10906,"26,707",2005,1,0,"1,233",578,Mahindra,HatchBack,Mumbai,1,UPI,"755,554",7,In Direct
10907,"29,468",2017,1,1,"1,593",537,Hyundai,HatchBack,Mumbai,0,UPI,"701,253",5,In Direct
10908,"27,048",2015,2,0,"1,357",400,Mahindra,Sedan,Pen,0,Credit Card,"742,299",5,Direct
10909,"26,772",2008,2,0,"1,358",577,Maruti,Sedan,Mumbai,0,Net Banking,"795,323",7,Direct
10910,"32,560",2005,1,0,"1,303",383,Maruti,HatchBack,Pen,0,Credit Card,"657,846",8,Direct
10911,"26,998",2015,2,1,"1,259",536,Mahindra,Sedan,Pen,0,Digital Wallet,"661,177",8,In Direct
10912,"27,280",2006,2,0,"1,531",411,Mahindra,HatchBack,Navi Mumbai,0,UPI,"769,557",6,In Direct
10913,"30,652",2008,1,0,"1,337",523,Maruti,HatchBack,Navi Mumbai,1,UPI,"574,684",7,Direct
10914,"29,197",2004,1,1,"1,585",328,Honda,Sedan,Thane,0,Credit Card,"566,479",7,Direct
10915,"28,218",2010,2,0,"1,297",488,Maruti,Sedan,Thane,0,Net Banking,"779,735",8,In Direct
10916,"32,768",2013,1,0,"1,333",401,Hyundai,Sedan,Navi Mumbai,1,Digital Wallet,"787,526",8,Direct
10917,"31,903",2019,1,1,"1,388",593,Hyundai,Sedan,Thane,0,UPI,"787,626",5,In Direct
10918,"28,506",2014,1,1,"1,432",430,Hyundai,HatchBack,Pen,1,Credit Card,"741,216",5,Direct
10919,"32,271",2000,2,1,"1,509",430,Honda,Sedan,Thane,1,UPI,"832,848",5,In Direct
10920,"27,594",2019,2,0,"1,422",398,Mahindra,Sedan,Pen,1,Digital Wallet,"651,473",5,In Direct
10921,"31,483",2002,1,1,"1,312",363,Honda,HatchBack,Pen,0,Digital Wallet,"666,708",6,In Direct
10922,"34,261",2018,1,1,"1,526",592,Mahindra,HatchBack,Navi Mumbai,1,Digital Wallet,"567,002",6,Direct
10923,"33,357",2015,1,0,"1,475",415,Honda,Sedan,Mumbai,0,Credit Card,"778,799",7,In Direct
10924,"28,639",2015,1,1,"1,432",449,Hyundai,Sedan,Thane,1,Credit Card,"588,724",5,Direct
10925,"31,036",2012,1,1,"1,205",540,Hyundai,HatchBack,Thane,1,Credit Card,"603,848",6,Direct
10926,"32,899",2018,2,1,"1,416",536,Honda,HatchBack,Mumbai,0,Digital Wallet,"696,825",8,Direct
10927,"33,812",2016,1,1,"1,340",369,Hyundai,HatchBack,Navi Mumbai,0,Digital Wallet,"836,619",6,In Direct
10928,"27,953",2009,2,1,"1,377",517,Mahindra,Sedan,Thane,1,UPI,"625,905",6,Direct
10929,"34,917",2006,2,1,"1,345",586,Mahindra,Sedan,Navi Mumbai,1,Credit Card,"703,962",6,In Direct
10930,"29,087",2013,2,0,"1,587",527,Honda,HatchBack,Navi Mumbai,0,Digital Wallet,"847,932",6,In Direct
10931,"30,198",2017,1,1,"1,366",563,Honda,HatchBack,Mumbai,0,UPI,"803,175",6,Direct
10932,"30,534",2009,2,0,"1,499",489,Mahindra,HatchBack,Mumbai,0,Net Banking,"701,021",6,Direct
10933,"34,947",2018,1,0,"1,340",303,Maruti,HatchBack,Mumbai,0,UPI,"615,615",5,Direct
10934,"29,240",2015,1,0,"1,447",428,Hyundai,Sedan,Pen,1,Digital Wallet,"552,711",6,Direct
10935,"26,142",2017,2,1,"1,347",523,Mahindra,Sedan,Mumbai,1,Net Banking,"669,790",8,In Direct
10936,"31,319",2016,1,0,"1,437",415,Mahindra,HatchBack,Thane,1,Credit Card,"793,046",6,In Direct
10937,"26,198",2000,2,1,"1,300",441,Hyundai,Sedan,Pen,0,Digital Wallet,"615,143",6,Direct
10938,"34,189",2013,2,0,"1,505",562,Maruti,Sedan,Thane,0,Digital Wallet,"824,469",6,In Direct
10939,"31,636",2016,1,1,"1,596",580,Honda,HatchBack,Thane,1,Digital Wallet,"788,118",8,Direct
10940,"25,691",2000,2,1,"1,484",427,Maruti,HatchBack,Pen,1,Net Banking,"777,133",8,In Direct
10941,"25,343",2019,1,1,"1,234",344,Honda,Sedan,Pen,0,Credit Card,"814,067",6,In Direct
10942,"25,886",2019,2,1,"1,339",397,Hyundai,HatchBack,Pen,1,UPI,"676,855",8,In Direct
10943,"31,320",2007,1,0,"1,300",593,Honda,HatchBack,Thane,1,Credit Card,"571,631",5,In Direct
10944,"27,398",2013,1,0,"1,563",378,Maruti,Sedan,Mumbai,0,Net Banking,"674,986",7,Direct
10945,"30,529",2006,1,0,"1,298",365,Maruti,Sedan,Pen,0,Digital Wallet,"683,689",8,In Direct
10946,"25,669",2006,2,0,"1,530",463,Maruti,HatchBack,Thane,0,Credit Card,"586,805",6,Direct
10947,"34,052",2000,1,1,"1,302",450,Mahindra,Sedan,Pen,1,Net Banking,"816,155",5,In Direct
10948,"25,666",2009,2,0,"1,216",398,Honda,HatchBack,Mumbai,0,UPI,"601,091",7,Direct
10949,"33,342",2015,1,1,"1,203",511,Honda,Sedan,Pen,0,Credit Card,"795,527",5,Direct
10950,"28,902",2006,2,0,"1,367",326,Mahindra,HatchBack,Thane,1,Net Banking,"848,477",7,In Direct
10951,"29,298",2001,2,0,"1,510",366,Honda,Sedan,Navi Mumbai,1,Net Banking,"719,068",8,Direct
10952,"27,460",2014,1,1,"1,450",474,Mahindra,HatchBack,Pen,1,UPI,"707,033",7,In Direct
10953,"32,521",2017,2,0,"1,414",532,Honda,HatchBack,Mumbai,1,UPI,"583,587",6,Direct
10954,"31,768",2003,2,1,"1,278",405,Honda,HatchBack,Mumbai,1,UPI,"828,883",5,In Direct
10955,"25,689",2013,2,0,"1,504",555,Maruti,Sedan,Thane,1,Net Banking,"604,258",5,In Direct
10956,"32,614",2010,1,1,"1,399",587,Mahindra,Sedan,Mumbai,0,Credit Card,"631,942",5,Direct
10957,"34,173",2016,2,1,"1,362",452,Honda,Sedan,Thane,0,Net Banking,"550,299",5,Direct
10958,"26,886",2007,1,0,"1,434",499,Mahindra,HatchBack,Thane,1,Digital Wallet,"603,460",8,Direct
10959,"25,586",2005,2,0,"1,526",579,Maruti,Sedan,Navi Mumbai,0,Credit Card,"618,467",6,Direct
10960,"33,876",2000,2,1,"1,266",381,Maruti,HatchBack,Navi Mumbai,0,UPI,"664,580",7,In Direct
10961,"30,168",2004,1,1,"1,373",539,Mahindra,HatchBack,Thane,1,UPI,"627,378",5,Direct
10962,"25,885",2019,2,0,"1,222",447,Mahindra,Sedan,Pen,0,Net Banking,"555,531",8,In Direct
10963,"31,245",2015,1,1,"1,519",429,Hyundai,Sedan,Navi Mumbai,0,Digital Wallet,"773,283",7,In Direct
10964,"27,066",2015,2,1,"1,301",461,Mahindra,HatchBack,Navi Mumbai,1,Net Banking,"716,842",7,Direct
10965,"29,391",2017,1,0,"1,211",499,Maruti,Sedan,Navi Mumbai,1,Digital Wallet,"683,498",5,Direct
10966,"29,514",2013,2,0,"1,460",445,Hyundai,Sedan,Pen,1,UPI,"839,755",8,Direct
10967,"31,018",2017,2,1,"1,477",398,Maruti,HatchBack,Pen,0,Net Banking,"657,171",8,In Direct
10968,"26,091",2011,2,0,"1,450",481,Hyundai,HatchBack,Navi Mumbai,0,Credit Card,"627,121",5,Direct
10969,"25,161",2012,1,1,"1,206",522,Mahindra,Sedan,Pen,0,Net Banking,"645,009",8,In Direct
10970,"32,374",2009,1,1,"1,226",459,Hyundai,Sedan,Pen,1,Digital Wallet,"806,063",6,In Direct
10971,"32,143",2001,2,1,"1,307",549,Maruti,HatchBack,Pen,1,Digital Wallet,"833,401",6,In Direct
10972,"30,760",2007,1,1,"1,473",593,Hyundai,HatchBack,Mumbai,0,Net Banking,"748,246",7,In Direct
10973,"28,931",2017,1,1,"1,560",581,Hyundai,Sedan,Thane,0,Digital Wallet,"565,440",5,Direct
10974,"31,154",2002,1,0,"1,471",443,Maruti,HatchBack,Thane,0,Net Banking,"738,055",7,Direct
10975,"33,893",2019,1,1,"1,286",573,Mahindra,Sedan,Pen,0,Digital Wallet,"786,724",5,In Direct
10976,"25,187",2007,1,1,"1,420",329,Honda,HatchBack,Thane,0,Net Banking,"826,441",8,Direct
10977,"30,555",2010,1,1,"1,582",532,Honda,Sedan,Thane,0,UPI,"696,469",5,Direct
10978,"30,706",2016,2,0,"1,590",555,Mahindra,HatchBack,Mumbai,0,Digital Wallet,"841,879",5,Direct
10979,"27,604",2006,2,1,"1,303",390,Maruti,Sedan,Pen,1,Digital Wallet,"593,918",8,In Direct
10980,"26,332",2004,2,0,"1,236",499,Mahindra,Sedan,Mumbai,1,Net Banking,"550,829",5,In Direct
10981,"30,671",2004,2,0,"1,591",324,Hyundai,HatchBack,Navi Mumbai,0,UPI,"707,482",5,Direct
10982,"32,118",2003,2,0,"1,508",470,Maruti,HatchBack,Mumbai,0,Digital Wallet,"667,714",7,Direct
10983,"27,464",2001,1,1,"1,513",574,Honda,HatchBack,Pen,1,Digital Wallet,"554,707",6,In Direct
10984,"34,199",2010,1,0,"1,268",408,Honda,HatchBack,Pen,0,UPI,"809,821",5,Direct
10985,"31,684",2014,2,0,"1,280",385,null,Sedan,Navi Mumbai,1,Net Banking,"624,762",8,Direct
10986,"26,577",2016,1,1,"1,330",402,Mahindra,Sedan,Pen,0,Credit Card,"566,511",8,In Direct
10987,"27,414",2012,1,1,"1,224",495,Mahindra,Sedan,Mumbai,1,Net Banking,"599,288",5,Direct
10988,"32,360",2010,2,1,"1,469",362,Honda,Sedan,Navi Mumbai,1,Net Banking,"582,055",8,In Direct
10989,"31,898",2016,1,1,"1,484",456,Maruti,Sedan,Navi Mumbai,1,UPI,"575,292",5,Direct
10990,"33,536",2014,1,1,"1,586",481,Mahindra,HatchBack,Navi Mumbai,1,Credit Card,"636,590",6,In Direct
10991,"34,343",2006,2,0,"1,490",554,Mahindra,HatchBack,Mumbai,1,Credit Card,"579,981",6,Direct
10992,"27,053",2001,2,1,"1,429",397,Hyundai,Sedan,Pen,0,Digital Wallet,"642,523",8,Direct
10993,"29,292",2011,2,1,"1,502",545,Hyundai,Sedan,Mumbai,1,Net Banking,"805,603",8,In Direct
10994,"25,930",2010,2,0,"1,561",354,Mahindra,HatchBack,Navi Mumbai,1,Credit Card,"672,943",8,In Direct
10995,"26,904",2012,2,0,"1,224",489,Hyundai,HatchBack,Pen,0,Digital Wallet,"705,733",8,Direct
10996,"30,064",2017,2,0,"1,534",528,Maruti,HatchBack,Pen,0,Credit Card,"817,988",8,In Direct
10997,"28,109",2015,1,1,"1,249",571,Mahindra,HatchBack,Thane,1,Credit Card,"550,210",5,Direct
10998,"34,771",2012,2,1,"1,473",346,Mahindra,Sedan,Mumbai,0,UPI,"747,059",8,In Direct
10999,"28,124",2000,1,1,"1,334",576,Mahindra,Sedan,Navi Mumbai,0,Digital Wallet,"834,362",6,Direct
11000,"29,385",2000,2,0,"1,313",521,Honda,HatchBack,Navi Mumbai,1,Net Banking,"803,570",7,In Direct
11001,"29,872",2005,2,1,"1,528",430,Maruti,HatchBack,Thane,1,Digital Wallet,"588,803",6,In Direct
11002,"28,591",2019,2,0,"1,212",342,Honda,HatchBack,Thane,1,Net Banking,"592,773",8,In Direct
11003,"33,707",2006,1,1,"1,458",501,Maruti,Sedan,Pen,0,Net Banking,"579,468",7,Direct
11004,"29,057",2019,2,0,"1,326",514,Mahindra,Sedan,Thane,0,Digital Wallet,"599,241",8,In Direct
11005,"30,680",2002,1,0,"1,447",427,Maruti,HatchBack,Pen,1,Digital Wallet,"794,416",8,In Direct
11006,"26,461",2007,1,1,"1,386",499,Hyundai,Sedan,Pen,1,Digital Wallet,"557,661",8,In Direct
11007,"29,812",2003,1,1,"1,600",420,Mahindra,Sedan,Navi Mumbai,0,Digital Wallet,"840,078",8,In Direct
11008,"29,726",2014,2,1,"1,523",364,Honda,Sedan,Navi Mumbai,1,Credit Card,"564,819",7,In Direct
11009,"29,309",2012,1,1,"1,527",432,Honda,Sedan,Mumbai,0,Net Banking,"741,719",5,Direct
11010,"25,759",2011,2,1,"1,230",577,Hyundai,Sedan,Navi Mumbai,1,Net Banking,"825,448",6,Direct
11011,"28,803",2004,1,1,"1,527",389,Mahindra,Sedan,Navi Mumbai,1,Credit Card,"646,038",7,Direct
11012,"26,748",2013,1,1,"1,294",545,Maruti,HatchBack,Thane,0,Credit Card,"624,447",6,Direct
11013,"32,715",2011,2,0,"1,382",583,Honda,HatchBack,Mumbai,0,Net Banking,"636,657",8,In Direct
11014,"27,969",2012,1,0,"1,344",545,Mahindra,HatchBack,Pen,0,Digital Wallet,"599,414",6,In Direct
11015,"34,068",2018,2,0,"1,259",341,Maruti,Sedan,Pen,0,UPI,"837,054",5,Direct
11016,"26,110",2000,1,0,"1,444",475,Mahindra,HatchBack,Navi Mumbai,0,Net Banking,"824,831",5,In Direct
11017,"25,917",2019,1,0,"1,558",538,Maruti,Sedan,Pen,0,Net Banking,"770,594",8,Direct
11018,"32,382",2011,2,1,"1,264",508,Honda,Sedan,Mumbai,1,Digital Wallet,"663,716",5,Direct
11019,"33,915",2002,1,1,"1,508",527,Hyundai,HatchBack,Thane,1,UPI,"779,215",7,In Direct
11020,"30,474",2004,1,0,"1,372",557,Hyundai,Sedan,Mumbai,0,Net Banking,"752,681",6,In Direct
11021,"30,751",2012,2,0,"1,403",341,Hyundai,Sedan,Thane,1,Digital Wallet,"827,060",5,Direct
11022,"34,887",2012,2,0,"1,380",590,Maruti,HatchBack,Thane,1,UPI,"747,493",6,In Direct
11023,"32,495",2002,1,0,"1,345",480,Mahindra,Sedan,Pen,1,Credit Card,"790,913",5,Direct
11024,"25,973",2004,2,1,"1,256",349,Hyundai,Sedan,Mumbai,0,UPI,"608,751",5,In Direct
11025,"27,800",2004,2,1,"1,488",597,Mahindra,HatchBack,Mumbai,0,Net Banking,"720,251",7,Direct
11026,"34,487",2005,2,0,"1,558",352,Hyundai,HatchBack,Mumbai,0,Credit Card,"672,932",6,In Direct
11027,"27,123",2011,1,0,"1,480",587,Hyundai,Sedan,Mumbai,0,Digital Wallet,"771,390",8,Direct
11028,"32,578",2014,2,0,"1,259",518,Honda,Sedan,Mumbai,0,Net Banking,"836,701",6,Direct
11029,"28,730",2018,1,1,"1,405",573,Honda,Sedan,Mumbai,1,Credit Card,"839,786",6,In Direct
11030,"29,710",2014,2,0,"1,581",425,Honda,HatchBack,Navi Mumbai,0,UPI,"669,646",6,Direct
11031,"33,022",2004,2,0,"1,409",468,Honda,HatchBack,Thane,1,Credit Card,"567,146",8,In Direct
11032,"30,903",2010,2,1,"1,462",400,Maruti,HatchBack,Mumbai,1,UPI,"675,917",7,Direct
11033,"25,109",2006,1,1,"1,593",474,Hyundai,HatchBack,Pen,0,UPI,"843,655",6,Direct
11034,"33,873",2017,2,1,"1,214",317,Mahindra,HatchBack,Mumbai,1,UPI,"747,656",6,In Direct
11035,"34,577",2008,2,1,"1,459",394,Honda,Sedan,Pen,1,UPI,"653,754",8,In Direct
11036,"34,666",2011,1,1,"1,309",490,Mahindra,Sedan,Thane,1,UPI,"715,640",6,In Direct
11037,"25,439",2013,2,1,"1,374",504,Mahindra,HatchBack,Thane,0,Net Banking,"650,617",5,Direct
11038,"27,823",2018,1,1,"1,478",384,Mahindra,Sedan,Pen,0,Digital Wallet,"745,600",6,Direct
11039,"31,698",2005,1,0,"1,304",536,Maruti,Sedan,Navi Mumbai,1,UPI,"839,597",8,Direct
11040,"29,058",2015,2,1,"1,585",579,Mahindra,HatchBack,Navi Mumbai,1,Digital Wallet,"792,636",5,In Direct
11041,"26,233",2005,1,1,"1,306",551,Hyundai,HatchBack,Thane,0,Credit Card,"839,765",7,In Direct
11042,"33,582",2010,2,0,"1,279",355,Hyundai,Sedan,Thane,1,UPI,"573,709",8,Direct
11043,"26,332",2019,1,1,"1,333",479,Maruti,HatchBack,Pen,1,Net Banking,"666,039",7,Direct
11044,"25,695",2000,1,1,"1,563",550,Honda,HatchBack,Mumbai,0,Credit Card,"570,519",7,Direct
11045,"26,728",2018,1,0,"1,560",585,Mahindra,Sedan,Thane,0,Credit Card,"795,962",8,Direct
11046,"32,168",2018,2,0,"1,224",434,Maruti,HatchBack,Navi Mumbai,1,Net Banking,"667,783",6,In Direct
11047,"28,781",2010,1,1,"1,219",520,Maruti,HatchBack,Pen,0,Digital Wallet,"758,168",8,In Direct
11048,"26,322",2019,2,0,"1,378",515,Honda,Sedan,Navi Mumbai,0,UPI,"559,026",5,Direct
11049,"27,964",2018,1,1,"1,587",337,Maruti,HatchBack,Pen,1,Digital Wallet,"778,641",5,In Direct
11050,"29,552",2016,1,1,"1,349",306,Hyundai,HatchBack,Mumbai,1,Credit Card,"675,390",7,Direct
11051,"31,179",2007,2,1,"1,299",471,Honda,HatchBack,Navi Mumbai,0,Credit Card,"641,300",5,In Direct
11052,"29,485",2005,2,0,"1,274",319,Hyundai,Sedan,Mumbai,0,UPI,"695,479",8,In Direct
11053,"34,706",2002,2,1,"1,507",594,Mahindra,HatchBack,Pen,1,UPI,"576,925",5,Direct
11054,"32,919",2016,1,1,"1,471",428,Hyundai,Sedan,Pen,1,UPI,"597,265",5,In Direct
11055,"31,247",2011,1,1,"1,535",410,Honda,HatchBack,Mumbai,0,UPI,"790,472",7,Direct
11056,"27,229",2013,1,0,"1,498",318,Maruti,HatchBack,Mumbai,1,Net Banking,"770,699",7,In Direct
11057,"31,929",2002,2,0,"1,314",570,Hyundai,HatchBack,Pen,1,Net Banking,"690,802",7,In Direct
11058,"33,024",2002,1,0,"1,285",368,Hyundai,Sedan,Mumbai,0,Net Banking,"670,329",8,In Direct
11059,"27,660",2000,2,1,"1,267",561,Maruti,Sedan,Mumbai,1,Digital Wallet,"674,488",5,Direct
11060,"33,090",2002,1,1,"1,418",435,Mahindra,HatchBack,Mumbai,1,Digital Wallet,"639,332",8,In Direct
11061,"30,236",2010,1,0,"1,554",585,Hyundai,HatchBack,Pen,1,UPI,"814,456",6,Direct
11062,"25,919",2008,2,0,"1,237",478,Mahindra,HatchBack,Thane,0,Digital Wallet,"747,786",5,Direct
11063,"32,074",2014,2,1,"1,250",331,Hyundai,Sedan,Navi Mumbai,1,UPI,"705,219",7,Direct
11064,"25,424",2012,1,0,"1,418",334,Hyundai,HatchBack,Mumbai,0,UPI,"561,261",6,Direct
11065,"30,984",2006,1,0,"1,383",410,Maruti,Sedan,Mumbai,0,UPI,"805,113",8,Direct
11066,"34,883",2013,2,1,"1,447",430,Honda,HatchBack,Mumbai,1,UPI,"630,738",5,Direct
11067,"26,022",2013,2,1,"1,519",308,Mahindra,Sedan,Pen,0,Digital Wallet,"790,526",7,Direct
11068,"34,857",2001,1,1,"1,254",427,Mahindra,Sedan,Pen,0,Credit Card,"754,896",8,Direct
11069,"34,601",2018,1,1,"1,258",344,Maruti,Sedan,Pen,1,Digital Wallet,"687,003",8,In Direct
11070,"26,045",2009,2,0,"1,218",401,Mahindra,HatchBack,Pen,1,Credit Card,"656,846",8,In Direct
11071,"31,791",2003,1,1,"1,390",327,Hyundai,HatchBack,Thane,1,Digital Wallet,"818,496",5,In Direct
11072,"25,659",2010,1,0,"1,305",402,Mahindra,HatchBack,Navi Mumbai,0,UPI,"712,316",6,In Direct
11073,"29,789",2004,2,1,"1,224",302,Maruti,Sedan,Pen,0,Digital Wallet,"849,771",5,Direct
11074,"29,286",2007,1,0,"1,207",576,Honda,Sedan,Thane,0,Digital Wallet,"684,212",6,In Direct
11075,"30,269",2012,2,0,"1,355",489,Honda,Sedan,Thane,0,Credit Card,"777,959",5,Direct
11076,"26,454",2000,2,0,"1,410",544,Mahindra,Sedan,Mumbai,1,UPI,"603,021",8,In Direct
11077,"32,013",2008,2,0,"1,512",580,Mahindra,HatchBack,Mumbai,1,Credit Card,"648,920",5,Direct
11078,"30,096",2012,2,0,"1,504",372,Maruti,HatchBack,Thane,0,UPI,"790,481",6,Direct
11079,"25,181",2013,2,1,"1,579",566,Honda,HatchBack,Mumbai,1,Net Banking,"782,243",6,Direct
11080,"33,860",2002,1,1,"1,587",417,Maruti,HatchBack,Pen,0,UPI,"802,442",7,Direct
11081,"25,272",2014,1,0,"1,469",584,Honda,Sedan,Thane,0,Credit Card,"786,146",7,Direct
11082,"32,157",2017,1,0,"1,410",371,Hyundai,HatchBack,Navi Mumbai,0,UPI,"552,269",7,In Direct
11083,"34,449",2007,2,1,"1,429",315,Maruti,HatchBack,Navi Mumbai,0,Digital Wallet,"774,464",5,In Direct
11084,"29,540",2005,2,0,"1,296",331,Mahindra,HatchBack,Pen,1,Credit Card,"682,960",5,Direct
11085,"30,643",2015,2,1,"1,463",500,Hyundai,HatchBack,Pen,1,UPI,"622,353",6,Direct
11086,"34,027",2006,1,0,"1,360",469,Honda,Sedan,Pen,1,Digital Wallet,"600,492",8,Direct
11087,"25,816",2005,2,0,"1,528",380,Maruti,Sedan,Navi Mumbai,0,Credit Card,"578,987",8,In Direct
11088,"28,193",2014,1,0,"1,325",472,Maruti,Sedan,Thane,0,Net Banking,"632,630",6,Direct
11089,"31,275",2001,2,0,"1,358",354,Mahindra,HatchBack,Thane,0,Digital Wallet,"772,785",7,In Direct
11090,"30,328",2016,2,1,"1,472",414,Honda,HatchBack,Pen,0,Net Banking,"592,883",8,In Direct
11091,"30,008",2009,2,0,"1,596",566,Hyundai,HatchBack,Navi Mumbai,1,Credit Card,"682,287",8,Direct
11092,"33,008",2002,2,0,"1,221",545,Maruti,HatchBack,Thane,1,Digital Wallet,"594,018",7,Direct
11093,"30,902",2006,2,0,"1,550",564,Honda,HatchBack,Navi Mumbai,1,Net Banking,"733,106",7,Direct
11094,"27,182",2014,2,1,"1,516",323,Maruti,HatchBack,Thane,1,UPI,"753,104",5,In Direct
11095,"27,100",2002,2,1,"1,457",408,Maruti,HatchBack,Mumbai,1,Credit Card,"769,924",6,Direct
11096,null,2012,2,0,"1,228",451,Maruti,Sedan,Pen,0,Digital Wallet,"841,644",6,In Direct
11097,"25,823",2008,2,0,"1,260",476,Maruti,Sedan,Navi Mumbai,1,Digital Wallet,"732,879",8,Direct
11098,"26,370",2004,2,1,"1,244",386,Hyundai,Sedan,Pen,0,Net Banking,"819,360",8,Direct
11099,"28,044",2012,2,0,"1,459",490,Mahindra,HatchBack,Navi Mumbai,1,Credit Card,"597,992",7,In Direct
11100,"30,920",2016,1,0,"1,246",416,Hyundai,HatchBack,Pen,0,Digital Wallet,"690,367",5,Direct
11101,"33,573",2019,2,1,"1,599",396,Mahindra,Sedan,Mumbai,1,Net Banking,"741,634",8,Direct
11102,"26,453",2004,1,0,"1,248",344,Honda,HatchBack,Mumbai,0,UPI,"698,546",5,In Direct
11103,"29,901",2009,1,0,"1,306",462,Hyundai,Sedan,Navi Mumbai,0,Credit Card,"703,649",7,In Direct
11104,"33,221",2010,1,0,"1,436",528,Maruti,Sedan,Thane,0,Digital Wallet,"753,974",6,Direct
11105,"27,181",2014,1,1,"1,206",501,Mahindra,Sedan,Thane,1,Net Banking,"671,962",6,In Direct
11106,"32,845",2004,2,1,"1,566",565,Maruti,HatchBack,Pen,1,UPI,"773,141",6,Direct
11107,"33,788",2009,1,0,"1,570",438,Hyundai,HatchBack,Navi Mumbai,0,Net Banking,"772,759",7,Direct
11108,"32,676",2004,1,0,"1,362",466,Honda,HatchBack,Thane,1,Credit Card,"682,247",7,In Direct
11109,"25,665",2006,1,1,"1,580",337,Hyundai,Sedan,Mumbai,0,UPI,"694,040",6,In Direct
11110,"25,091",2014,1,0,"1,209",546,Hyundai,Sedan,Thane,1,Credit Card,"803,357",7,Direct
11111,"26,183",2014,2,1,"1,380",362,Hyundai,HatchBack,Navi Mumbai,0,Digital Wallet,"823,032",5,In Direct
11112,"31,149",2011,2,0,"1,361",580,Hyundai,Sedan,Mumbai,0,Net Banking,"718,644",8,In Direct
11113,"27,545",2019,2,0,"1,208",447,Honda,HatchBack,Pen,0,UPI,"645,938",6,In Direct
11114,"30,420",2003,2,1,"1,234",340,Hyundai,HatchBack,Thane,1,Credit Card,"570,038",8,In Direct
11115,"30,667",2019,2,0,"1,556",561,Honda,Sedan,Thane,0,Net Banking,"615,568",6,In Direct
11116,"34,342",2000,1,0,"1,485",527,Mahindra,Sedan,Thane,1,Credit Card,"843,091",5,In Direct
11117,"28,510",2014,1,1,"1,436",587,Honda,Sedan,Thane,1,UPI,"800,070",7,In Direct
11118,"26,732",2010,1,1,"1,257",502,Mahindra,Sedan,Navi Mumbai,1,UPI,"630,455",6,In Direct
11119,"25,161",2014,2,1,"1,342",549,Maruti,Sedan,Mumbai,0,Credit Card,"555,901",8,Direct
11120,"26,183",2019,1,0,"1,490",478,Maruti,Sedan,Pen,0,Credit Card,"625,693",5,Direct
11121,"34,199",2011,1,1,"1,204",499,Maruti,Sedan,Thane,0,Net Banking,"618,379",6,Direct
11122,"30,839",2018,2,0,"1,264",492,Mahindra,Sedan,Pen,0,Digital Wallet,"602,267",6,Direct
11123,"26,412",2006,2,0,"1,537",375,Honda,HatchBack,Pen,0,Digital Wallet,"839,678",6,Direct
11124,"30,833",2000,1,1,"1,283",318,Mahindra,HatchBack,Pen,1,Digital Wallet,"839,108",8,Direct
11125,"32,396",2005,2,0,"1,230",492,Maruti,Sedan,Navi Mumbai,1,Digital Wallet,"733,690",7,In Direct
11126,"29,672",2010,1,0,"1,317",566,Maruti,HatchBack,Pen,1,UPI,"697,794",6,Direct
11127,"31,899",2013,2,1,"1,241",454,Mahindra,Sedan,Navi Mumbai,0,Net Banking,"696,319",8,Direct
11128,"30,771",2016,1,1,"1,394",341,Hyundai,Sedan,Thane,0,Net Banking,"810,553",8,Direct
11129,"28,716",2016,2,0,"1,216",396,Hyundai,Sedan,Mumbai,1,Credit Card,"589,314",7,In Direct
11130,"26,664",2006,2,1,"1,483",494,Mahindra,HatchBack,Pen,1,UPI,"799,400",7,Direct
11131,"34,361",2007,1,1,"1,464",498,Hyundai,HatchBack,Pen,0,Net Banking,"827,889",5,In Direct
11132,"31,321",2015,1,0,"1,568",522,Maruti,Sedan,Thane,1,Net Banking,"785,160",8,In Direct
11133,"31,060",2011,2,1,"1,385",320,Maruti,Sedan,Navi Mumbai,0,Net Banking,"671,443",7,Direct
11134,"28,952",2007,1,1,"1,477",496,Hyundai,HatchBack,Pen,0,Credit Card,"672,267",5,Direct
11135,"28,084",2006,2,1,"1,534",328,Maruti,Sedan,Pen,1,Digital Wallet,"551,467",5,In Direct
11136,"32,800",2003,1,0,"1,556",443,Mahindra,HatchBack,Thane,1,Digital Wallet,"596,474",7,Direct
11137,"34,930",2006,1,0,"1,385",486,Mahindra,HatchBack,Thane,1,UPI,"845,626",5,Direct
